time,child_frame_id,pose.pose.position.x,pose.pose.position.y,pose.pose.position.z,pose.pose.orientation.x,pose.pose.orientation.y,pose.pose.orientation.z,pose.pose.orientation.w,pose.covariance,twist.twist.linear.x,twist.twist.linear.y,twist.twist.linear.z,twist.twist.angular.x,twist.twist.angular.y,twist.twist.angular.z,twist.covariance
1.0585877895355225,,-22.990197939546402,-5.362475223341771,0.0,0.004032413940876723,-0.0006516956491395831,0.17375929653644565,-0.9847797751426698,[0.00463917 0.         0.         0.         0.         0.
 0.         0.00463917 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ],-0.005292294303386902,0.03441130284825046,0.0,-0.040909647941589355,0.015565009787678719,-0.1436993628740311,[0.29774834 0.         0.         0.         0.         0.
 0.         0.29774834 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ]
1.276973009109497,,-22.933267599782443,-5.319646751713165,0.0,0.006656359881162643,-0.002129265107214451,0.19200587272644043,-0.9813691973686219,[0.00439079 0.         0.         0.         0.         0.
 0.         0.00439079 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ],0.06085210034015162,0.08919001978798467,0.0,-0.013986230827867987,0.00739023182541132,-0.19113124907016757,[0.29944768 0.         0.         0.         0.         0.
 0.         0.29944768 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ]
1.5472965240478516,,-22.86595755362466,-5.255938046938638,0.0,0.005912648513913155,-0.0022586665581911807,0.21797901391983032,-0.9759331345558168,[0.00446067 0.         0.         0.         0.         0.
 0.         0.00446067 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ],0.060472189021590905,0.14126226302697054,0.0,-0.0024110076483339076,-0.0030338761862367396,-0.22355762124061584,[0.36497092 0.         0.         0.         0.         0.
 0.         0.36497092 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ]
1.7781660556793213,,-22.79744751782353,-5.189705904712541,0.0,0.007621214259415866,-0.0010554743930697441,0.24503126740455627,-0.9694846868515015,[0.00447061 0.         0.         0.         0.         0.
 0.         0.00447061 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ],0.030760528574154955,0.11995730437222918,0.0,-0.014725327491760254,-0.006794929504394531,-0.2383217364549637,[0.37292902 0.         0.         0.         0.         0.
 0.         0.37292902 0.         0.         0.         0.
