time,id,is_rtr,is_extended,is_error,dlc,data
0.0,12,False,False,False,8,[ 73   6  24   6 220   5 220   5]
0.0008249282836914062,13,False,False,False,8,[219   3 220   5 220   5 220   5]
0.001443624496459961,1,False,False,False,1,[  0   3 220   5 220   5 220   5]
0.03633570671081543,5,False,False,False,8,[0 0 0 0 0 0 0 0]
0.04306435585021973,80,False,False,False,8,[0 0 0 0 0 0 0 0]
0.049909114837646484,12,False,False,False,8,[ 99   6   4   6 220   5 220   5]
0.05085182189941406,13,False,False,False,8,[219   3 220   5 220   5 220   5]
0.05143618583679199,1,False,False,False,1,[  0   3 220   5 220   5 220   5]
0.051870107650756836,3,False,False,False,1,[  1   3 220   5 220   5 220   5]
0.05247092247009277,6,False,False,False,4,[  9   1  79   0 220   5 220   5]
0.05311846733093262,10,False,False,False,4,[  2   0   4   0 220   5 220   5]
0.0535888671875,4,False,False,False,1,[  1   0   4   0 220   5 220   5]
0.05453181266784668,14,False,False,False,8,[  9   6 220   5 220   5 239   5]
0.10243749618530273,6,False,False,False,4,[236   0  42   0 220   5 220   5]
0.10323834419250488,10,False,False,False,4,[  2   0   4   0 220   5 220   5]
0.10363364219665527,4,False,False,False,1,[  1   0   4   0 220   5 220   5]
0.10472464561462402,14,False,False,False,8,[  9   6 220   5 220   5 239   5]
0.12719297409057617,2,False,False,False,1,[  0   6 220   5 220   5 239   5]
0.13544964790344238,5,False,False,False,8,[0 0 0 0 0 0 0 0]
0.14389824867248535,80,False,False,False,8,[0 0 0 0 0 0 0 0]
0.14994001388549805,12,False,False,False,8,[ 38   6 199   5 220   5 220   5]
0.1508631706237793,13,False,False,False,8,[219   3 220   5 220   5 220   5]
0.15130209922790527,1,False,False,False,1,[  0   3 220   5 220   5 220   5]
0.35170841217041016,3,False,False,False,1,[  1   3 220   5 220   5 220   5]
0.35347700119018555,6,False,False,False,4,[ 99   0 165 255 220   5 220   5]
0.35364294052124023,10,False,False,False,4,[  2   0   4   0 220   5 220   5]
0.35367512702941895,4,False,False,False,1,[  1   0   4   0 220   5 220   5]
0.3546898365020752,14,False,False,False,8,[  9   6 220   5 220   5 239   5]
0.37748169898986816,2,False,False,False,1,[  0   6 220   5 220   5 239   5]
0.385831356048584,5,False,False,False,8,[0 0 0 0 0 0 0 0]
0.40007543563842773,12,False,False,False,8,[  9   6 167   5 220   5 220   5]
0.4013099670410156,13,False,False,False,8,[219   3 220   5 220   5 220   5]
0.40147829055786133,1,False,False,False,1,[  0   3 220   5 220   5 220   5]
0.40193939208984375,3,False,False,False,1,[  1   3 220   5 220   5 220   5]
0.4029123783111572,6,False,False,False,4,[ 88   0 154 255 220   5 220   5]
0.4031031131744385,10,False,False,False,4,[  2   0   4   0 220   5 220   5]
0.40393543243408203,4,False,False,False,1,[  1   0   4   0 220   5 220   5]
0.4045877456665039,14,False,False,False,8,[  9   6 220   5 220   5 239   5]
0.42484068870544434,0,False,False,False,2,[  1   0 220   5 220   5 239   5]
0.42946910858154297,0,False,False,False,2,[  2   0 220   5 220   5 239   5]
0.4336979389190674,66,False,False,False,8,[220 202 173 245  90 175  19  59]
0.4342784881591797,67,False,False,False,8,[140 189  24   1 168   1  60  15]
0.435772180557251,5,False,False,False,8,[0 0 0 0 0 0 0 0]
0.4389045238494873,68,False,False,False,8,[221 218 173 246 106 175  23  59]
0.43920135498046875,69,False,False,False,8,[146 189  16   0  25   0   0   0]
0.4430720806121826,80,False,False,False,8,[0 0 0 0 0 0 0 0]
0.44428229331970215,0,False,False,False,2,[0 0 0 0 0 0 0 0]
0.450300931930542,12,False,False,False,8,[214   5 115   5 220   5 220   5]
0.45104265213012695,13,False,False,False,8,[219   3 220   5 220   5 220   5]
0.4512302875518799,1,False,False,False,1,[  0   3 220   5 220   5 220   5]
0.4517946243286133,3,False,False,False,1,[  1   3 220   5 220   5 220   5]
0.4526498317718506,6,False,False,False,4,[245 255  52 255 220   5 220   5]
0.4531066417694092,10,False,False,False,4,[  2   0   4   0 220   5 220   5]
0.45365047454833984,4,False,False,False,1,[  1   0   4   0 220   5 220   5]
0.45447826385498047,14,False,False,False,8,[  9   6 220   5 220   5 239   5]
0.4553945064544678,64,False,False,False,8,[221 218 173 246 106 175  23  59]
0.4563455581665039,65,False,False,False,8,[140 189 233   0  97   1  60  15]
0.48574066162109375,5,False,False,False,8,[0 0 0 0 0 0 0 0]
0.5000660419464111,12,False,False,False,8,[185   5  91   5 220   5 220   5]
0.5008344650268555,13,False,False,False,8,[219   3 220   5 220   5 220   5]
0.5012416839599609,1,False,False,False,1,[  0   3 220   5 220   5 220   5]
0.5022246837615967,3,False,False,False,1,[  1   3 220   5 220   5 220   5]
0.5027458667755127,6,False,False,False,4,[188 255   5 255 220   5 220   5]
0.5032613277435303,10,False,False,False,4,[  2   0   4   0 220   5 220   5]
0.5042176246643066,4,False,False,False,1,[  1   0   4   0 220   5 220   5]
0.5047612190246582,14,False,False,False,8,[  9   6 220   5 220   5 239   5]
0.5358896255493164,5,False,False,False,8,[0 0 0 0 0 0 0 0]
0.5442883968353271,80,False,False,False,8,[0 0 0 0 0 0 0 0]
0.5502243041992188,12,False,False,False,8,[139   5  68   5 220   5 220   5]
0.5512261390686035,13,False,False,False,8,[219   3 220   5 220   5 220   5]
0.5519089698791504,1,False,False,False,1,[  0   3 220   5 220   5 220   5]
0.5520222187042236,3,False,False,False,1,[  1   3 220   5 220   5 220   5]
