time,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance
1.354144811630249,-0.002686016261577606,-0.004060187842696906,0.9757919907569886,0.21864743530750277,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.16436058282852173,-0.01745969243347645,-0.09940417110919952,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.3008940815925598,-0.18078482151031494,9.65945053100586,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.3741447925567627,-0.0022166727576404814,-0.0025304961018264294,0.9755805730819702,0.21961680054664612,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.14925524592399597,-0.016467273235321045,-0.1029089316725731,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.5268127918243408,-0.0651896744966507,9.931564331054688,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.3941450119018555,-0.001767357927747071,-0.0010891389101743698,0.975366473197937,0.22058120369911194,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.15012997388839722,-0.01942664943635464,-0.10129810869693756,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.040677234530448914,-0.14964900910854342,9.581669807434084,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.4141449928283691,-0.0013330929214134815,0.00020970172772649678,0.9751533865928651,0.2215275764465332,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.13451054692268372,-0.008919836021959783,-0.09774864464998247,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.03625236451625824,0.260020911693573,9.744296073913576,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.4341459274291992,-0.0009066033526323737,0.00138940685428679,0.9749380350112915,0.22247169911861422,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.11268930882215501,-0.005093216896057129,-0.09761007875204088,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.2163355201482773,0.09327492117881775,9.68558979034424,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.454145908355713,-0.0005084408912807703,0.0024325945414602757,0.9747250080108643,0.22339436411857605,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.1086689680814743,-0.014443697407841682,-0.09459704905748369,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.14851899445056918,0.024857314303517345,9.834884643554688,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.4741458892822266,-0.0001558111107442528,0.003311611479148269,0.9745150208473207,0.22429797053337097,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.08958949893712999,-0.013655424118041992,-0.09394288808107377,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.006898018065840007,0.028811637312173843,9.741920471191406,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.4941458702087402,0.00015038199489936233,0.0040165213868021965,0.9743051528930664,0.22519643604755404,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.06275177747011186,-0.01948028802871704,-0.09552538394927979,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.05374564230442047,0.2053074836730957,9.690041542053224,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.514145851135254,0.00044432468712329865,0.004514731466770172,0.9740968346595765,0.226086363196373,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.04850998520851135,-0.02010762877762318,-0.09115487337112427,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.016053277999162674,0.18673408031463623,9.701993942260742,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.534146785736084,0.0006910773226991296,0.004831320606172085,0.9738883972167969,0.22697529196739197,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.02532079815864563,-0.01452118344604969,-0.09346903115510942,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.01683775708079338,0.20686714351177218,9.718429565429688,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5541467666625977,0.0009025855106301607,0.00499157002195716,0.9736703634262085,0.22790437936782837,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.014070423319935799,-0.017200412228703502,-0.09766967594623566,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.19179619848728183,0.3049943447113037,9.778766632080078,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5741467475891113,0.001062803901731968,0.004963902290910483,0.9734516739845277,0.22883649170398715,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.006438791751861572,-0.014592706225812437,-0.09825975447893144,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.11014872789382935,0.18337444961071017,9.749348640441896,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.594146728515625,0.0011978393886238337,0.004751960281282664,0.9732295274734497,0.2297835648059845,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.026291605085134506,-0.01479089353233576,-0.09957998991012573,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.009592113085091116,0.2356763482093811,9.763041496276857,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6141467094421387,0.0012786146253347397,0.004342921078205109,0.9729993343353271,0.23076416552066806,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.041945274919271476,-0.013169647194445135,-0.10412335395812988,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.022237632423639297,0.2629746198654175,9.841708183288576,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6341469287872314,0.0012817229144275188,0.0038148446474224333,0.9727596044540405,0.2317819893360138,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.05672723054885864,-0.0055611138232052335,-0.11278839409351349,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.18676845729351046,0.5469849109649658,10.016449928283693,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6541478633880615,0.0012296289205551147,0.0031915584113448863,0.9725014567375184,0.23287253081798556,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.06508678197860718,-0.004360080230981112,-0.12100788205862047,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.09432394057512285,0.4566086530685425,10.000185966491701,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6741478443145752,0.0011840917868539693,0.00249215355142951,0.9722201228141786,0.2340538501739502,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.06608218699693681,-0.011457504704594612,-0.12713225185871127,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.08483059704303741,0.2735517323017121,9.747118949890138,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6941478252410889,0.001118344021961093,0.0017433776520192623,0.9719136357307435,0.2353295832872391,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.08179545402526855,-0.01090914011001587,-0.1370668560266495,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.30951902270317083,0.568398118019104,9.922898292541506,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7141478061676025,0.0010440537007525565,0.00098707084544003,0.9715862870216371,0.23668219149112704,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.07914452999830247,-0.007720291614532471,-0.1460358649492264,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.041478525847196586,0.2057466953992844,9.759418487548828,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7341477870941162,0.0009166325908154249,0.00022666584118269384,0.9712347984313965,0.2381228804588318,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.08245856314897539,0.0010885298252105713,-0.15344172716140747,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.2528885006904602,0.4309607744216919,9.977121353149414,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7541477680206299,0.0007368851220235229,-0.0005497210659086704,0.9708606600761415,0.23964352905750277,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.07225126028060913,-0.0035211446229368453,-0.15935003757476807,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.06338394433259965,0.1836589723825455,9.746942520141602,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.77414870262146,0.0005514216027222575,-0.001374324434436858,0.9704697132110596,0.2412190288305283,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.08758604526519775,-0.0005185604095458984,-0.16743244230747226,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.12058514356613159,0.15995346009731296,9.81961441040039,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7941489219665527,0.0003541480109561235,-0.0022074715234339237,0.970069408416748,0.2428179383277893,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.07971227169036865,0.0012256206246092918,-0.1657351851463318,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.21045994758605957,0.19510968029499057,9.830347061157227,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8141486644744873,0.00010350981028750539,-0.003084940370172262,0.9696612358093262,0.2444337457418442,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.09628534317016602,0.005353242624551059,-0.16677977144718173,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.07079754769802094,0.0573175773024559,9.822074890136719,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.834148645401001,-0.0002109459019266069,-0.0039786696434021,0.9692450761795044,0.2460658848285675,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.08848235011100769,0.012889505364000799,-0.17274540662765503,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.22260724008083346,0.20240366458892822,9.98189926147461,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8541486263275146,-0.0006063730106689037,-0.004933511838316917,0.9688272476196289,0.2476881742477417,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.11081548035144806,0.019744783639907837,-0.16842190921306613,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.2581856548786164,0.19325076043605807,9.976068496704102,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8741488456726074,-0.0010026457021012904,-0.005907387007027865,0.9684033393859863,0.24931831657886508,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.10774584114551544,0.0116519657894969,-0.16795995831489563,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.4286328256130219,-0.005477129016071559,10.017809867858888,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8941497802734375,-0.0014368759002536535,-0.006904318928718567,0.9679749011993408,0.2509489059448242,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.10184796154499054,0.01630262099206448,-0.17033965885639193,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.4329510629177094,0.0576639249920845,9.751091003417969,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9141497611999512,-0.0019086928805336358,-0.007890862412750723,0.9675479531288148,0.25255703926086426,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.10256173461675645,0.025260452181100845,-0.16794358193874362,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.3098274767398835,0.3184513151645661,9.916598320007326,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9341497421264648,-0.002453760011121631,-0.00889913644641638,0.9671202898025513,0.25415337085723877,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.11924804002046586,0.03549382463097573,-0.16460418701171875,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.34502291679382324,0.07454749941825867,9.941068649291992,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9541497230529785,-0.0029944442212581635,-0.00987151823937893,0.9666932821273804,0.2557312250137329,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.10085254907608032,0.026031585410237316,-0.16328096389770508,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.022497542202472687,-0.08899635076522827,9.8502197265625,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9741497039794922,-0.0035453906748443846,-0.010856080800294876,0.9662673473358154,0.2572887837886811,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.10641665756702423,0.027341401204466823,-0.1643762141466141,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.21479681134223938,-0.007891963236033918,9.88622570037842,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9941496849060059,-0.004082708153873683,-0.01181410625576973,0.9658405780792236,0.2588367462158203,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.09808540344238281,0.0318385697901249,-0.15926656126976013,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.0016381347086280584,0.0002930414630100131,9.789801597595217,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2.0141496658325195,-0.00456654466688633,-0.01268159691244364,0.9654187560081483,0.2603565156459809,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.09378865361213684,0.03400444984436035,-0.15943275392055514,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.023509265854954723,-0.0755961537361145,9.898476600646974,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2.034149646759033,-0.00506163900718093,-0.013507929630577566,0.9650027155876161,0.2618436813354492,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.09595454484224321,0.0277005173265934,-0.1518562585115433,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.12590099871158603,-0.16077008843421936,10.05668830871582,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2.0541417598724365,-0.005543586798012257,-0.01421524863690138,0.9645929336547852,0.26330214738845825,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.07785708457231523,0.026736408472061157,-0.1513272523880005,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.025578981265425686,-0.10997644811868669,9.940915107727053,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2.0741426944732666,-0.0059594037011265755,-0.014834736473858358,0.9641910791397095,0.2647270858287812,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.06920696049928667,0.02584681287407875,-0.14934094250202182,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.18022875487804416,-0.20410633087158203,9.786798477172852,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2.0941426753997803,-0.006313949823379517,-0.015316055156290533,0.963794767856598,0.26612991094589233,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.04687608405947686,0.01782849617302418,-0.14816373586654663,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.07161696255207062,-0.02118332125246525,9.889269828796388,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2.114142656326294,-0.006601043511182071,-0.015654647722840313,0.9634019136428833,0.26752266287803655,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.034135583788156516,0.030206147581338882,-0.14634580910205844,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.024091485887765884,0.038299929350614555,9.767131805419922,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2.1341426372528076,-0.006855650339275599,-0.015854289755225185,0.9630120396614076,0.26890504360198975,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.019389392808079723,0.02654716745018959,-0.14752450585365295,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.2814539670944214,-0.14174535870552063,9.779046058654787,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2.1541426181793213,-0.007042075973004104,-0.015904156491160396,0.9626244306564331,0.27028125524520874,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.0024043023586273193,0.021844359114766124,-0.1441165804862976,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.024405911564826965,-0.2495502531528473,9.79220962524414,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
