time,poses[0].position.x,poses[0].position.y,poses[0].position.z,poses[0].orientation.x,poses[0].orientation.y,poses[0].orientation.z,poses[0].orientation.w,poses[1].position.x,poses[1].position.y,poses[1].position.z,poses[1].orientation.x,poses[1].orientation.y,poses[1].orientation.z,poses[1].orientation.w,poses[2].position.x,poses[2].position.y,poses[2].position.z,poses[2].orientation.x,poses[2].orientation.y,poses[2].orientation.z,poses[2].orientation.w,poses[3].position.x,poses[3].position.y,poses[3].position.z,poses[3].orientation.x,poses[3].orientation.y,poses[3].orientation.z,poses[3].orientation.w,poses[4].position.x,poses[4].position.y,poses[4].position.z,poses[4].orientation.x,poses[4].orientation.y,poses[4].orientation.z,poses[4].orientation.w,poses[5].position.x,poses[5].position.y,poses[5].position.z,poses[5].orientation.x,poses[5].orientation.y,poses[5].orientation.z,poses[5].orientation.w,poses[6].position.x,poses[6].position.y,poses[6].position.z,poses[6].orientation.x,poses[6].orientation.y,poses[6].orientation.z,poses[6].orientation.w,poses[7].position.x,poses[7].position.y,poses[7].position.z,poses[7].orientation.x,poses[7].orientation.y,poses[7].orientation.z,poses[7].orientation.w,poses[8].position.x,poses[8].position.y,poses[8].position.z,poses[8].orientation.x,poses[8].orientation.y,poses[8].orientation.z,poses[8].orientation.w,poses[9].position.x,poses[9].position.y,poses[9].position.z,poses[9].orientation.x,poses[9].orientation.y,poses[9].orientation.z,poses[9].orientation.w
1.1673007011413574,-7.388014613840303,-30.386524424771434,0.0,0.0,0.0,0.0,1.0,-7.354185166900449,-30.474680765410117,0.0,0.0,0.0,0.0,1.0,-7.294754135297589,-30.548055995274698,0.0,0.0,0.0,0.0,1.0,-7.215546807502172,-30.599458048721708,0.0,0.0,0.0,0.0,1.0,-7.124326897535938,-30.623848618637396,0.0,0.0,0.0,0.0,1.0,-7.030035564175207,-30.61883699932669,0.0,0.0,0.0,0.0,1.0,-6.941915019817702,-30.584914417803503,0.0,0.0,0.0,0.0,1.0,-6.868602630788908,-30.52540588488636,0.0,0.0,0.0,0.0,1.0,-6.817284303222919,-30.446144285540335,0.0,0.0,0.0,0.0,1.0,-6.792990137621614,-30.354898653355576,0.0,0.0,0.0,0.0,1.0
1.5251328945159912,-7.349616361526985,-30.309539890966544,0.0,0.0,0.0,0.0,1.0,-7.2955092769676,-30.418415126314766,0.0,0.0,0.0,0.0,1.0,-7.2132159353132606,-30.50790925679833,0.0,0.0,0.0,0.0,1.0,-7.109250661942928,-30.57093794395489,0.0,0.0,0.0,0.0,1.0,-6.991843328256063,-30.602511848816157,0.0,0.0,0.0,0.0,1.0,-6.870287876607382,-30.600131587038074,0.0,0.0,0.0,0.0,1.0,-6.7542066135858185,-30.563985579693334,0.0,0.0,0.0,0.0,1.0,-6.6527885100427415,-30.49693513789484,0.0,0.0,0.0,0.0,1.0,-6.57406180389528,-30.404287961948576,0.0,0.0,0.0,0.0,1.0,-6.52425848632946,-30.293377984800056,0.0,0.0,0.0,0.0,1.0
1.8962037563323975,-7.335861481016321,-30.2475608294059,0.0,0.0,0.0,0.0,1.0,-7.255923409595697,-30.383514968144283,0.0,0.0,0.0,0.0,1.0,-7.147113071408063,-30.49768122150331,0.0,0.0,0.0,0.0,1.0,-7.015153746593011,-30.584054595276132,0.0,0.0,0.0,0.0,1.0,-6.866986321425939,-30.638091964030586,0.0,0.0,0.0,0.0,1.0,-6.710404206863174,-30.65695103350916,0.0,0.0,0.0,0.0,1.0,-6.553643415414363,-30.63963984155462,0.0,0.0,0.0,0.0,1.0,-6.4049493577574745,-30.58706893400991,0.0,0.0,0.0,0.0,1.0,-6.27214314502255,-30.502003471208894,0.0,0.0,0.0,0.0,1.0,-6.162210208671531,-30.388917784193307,0.0,0.0,0.0,0.0,1.0
2.2632367610931396,-7.308800037702203,-30.20651200681702,0.0,0.0,0.0,0.0,1.0,-7.203986791273471,-30.365189609620863,0.0,0.0,0.0,0.0,1.0,-7.071803577103882,-30.501908284827657,0.0,0.0,0.0,0.0,1.0,-6.916750911532041,-30.61201309470248,0.0,0.0,0.0,0.0,1.0,-6.744107959988558,-30.69175523877234,0.0,0.0,0.0,0.0,1.0,-6.559752794277388,-30.7384196913472,0.0,0.0,0.0,0.0,1.0,-6.369962258554595,-30.75041764152876,0.0,0.0,0.0,0.0,1.0,-6.181198258080232,-30.72734058834992,0.0,0.0,0.0,0.0,1.0,-5.9998877470906065,-30.669974249237296,0.0,0.0,0.0,0.0,1.0,-5.832203906667719,-30.580271808247456,0.0,0.0,0.0,0.0,1.0
2.6073715686798096,-7.3187209586943665,-30.125840268464504,0.0,0.0,0.0,0.0,1.0,-7.193900498907768,-30.293816511384662,0.0,0.0,0.0,0.0,1.0,-7.041843426296786,-30.437603896213407,0.0,0.0,0.0,0.0,1.0,-6.867156758116209,-30.552845960265035,0.0,0.0,0.0,0.0,1.0,-6.6751331419270485,-30.63605110549385,0.0,0.0,0.0,0.0,1.0,-6.471590499236795,-30.68469838674962,0.0,0.0,0.0,0.0,1.0,-6.2626957544170505,-30.69731389124227,0.0,0.0,0.0,0.0,1.0,-6.054777989550572,-30.6735153950747,0.0,0.0,0.0,0.0,1.0,-5.854136686232451,-30.614023943842472,0.0,0.0,0.0,0.0,1.0,-5.666850864205323,-30.520642006432002,0.0,0.0,0.0,0.0,1.0
2.9542336463928223,-7.332266079959844,-30.04012824314629,0.0,0.0,0.0,0.0,1.0,-7.190372574150379,-30.21584554518451,0.0,0.0,0.0,0.0,1.0,-7.025079758233076,-30.36975663066123,0.0,0.0,0.0,0.0,1.0,-6.83970266544019,-30.49877473285681,0.0,0.0,0.0,0.0,1.0,-6.637959129603131,-30.60031232675411,0.0,0.0,0.0,0.0,1.0,-6.423895222064932,-30.67233302319596,0.0,0.0,0.0,0.0,1.0,-6.201804105619006,-30.713392409726865,0.0,0.0,0.0,0.0,1.0,-5.9761399329006055,-30.722667019034642,0.0,0.0,0.0,0.0,1.0,-5.75142851604342,-30.699970844014867,0.0,0.0,0.0,0.0,1.0,-5.532176559167735,-30.645759068239908,0.0,0.0,0.0,0.0,1.0
3.3183374404907227,-7.307355595429263,-30.073960625365036,0.0,0.0,0.0,0.0,1.0,-7.118804923204433,-30.235254881491766,0.0,0.0,0.0,0.0,1.0,-6.8839244223703755,-30.315244526970744,0.0,0.0,0.0,0.0,1.0,-6.636121874708973,-30.30255238655123,0.0,0.0,0.0,0.0,1.0,-6.410643004781734,-30.198983702711732,0.0,0.0,0.0,0.0,1.0,-6.239558371260859,-30.019269370425913,0.0,0.0,0.0,0.0,1.0,-6.147201871948008,-29.78897071630352,0.0,0.0,0.0,0.0,1.0,-6.146709658052948,-29.540843831864546,0.0,0.0,0.0,0.0,1.0,-6.238151738683876,-29.310180573095845,0.0,0.0,0.0,0.0,1.0,-6.408522023234926,-29.129788890366555,0.0,0.0,0.0,0.0,1.0
3.652329444885254,-7.283431881851292,-29.925350009195995,0.0,0.0,0.0,0.0,1.0,-6.999941786146801,-29.993737979066154,0.0,0.0,0.0,0.0,1.0,-6.76162752677543,-29.825661024769087,0.0,0.0,0.0,0.0,1.0,-6.730898416548766,-29.535662282409433,0.0,0.0,0.0,0.0,1.0,-6.928696104902257,-29.321373637662404,0.0,0.0,0.0,0.0,1.0,-7.220223006807008,-29.328831133979588,0.0,0.0,0.0,0.0,1.0,-7.406805807752453,-29.552952545667218,0.0,0.0,0.0,0.0,1.0,-7.361289781185745,-29.841000875138302,0.0,0.0,0.0,0.0,1.0,-7.11469374493219,-29.996673427919895,0.0,0.0,0.0,0.0,1.0,-6.835070978286294,-29.913880570988887,0.0,0.0,0.0,0.0,1.0
4.020012617111206,-7.235873340764772,-29.840872823677326,0.0,0.0,0.0,0.0,1.0,-6.905631584074762,-29.79625879047912,0.0,0.0,0.0,0.0,1.0,-6.763750701565966,-29.494729612789065,0.0,0.0,0.0,0.0,1.0,-6.939891272666392,-29.211843542025004,0.0,0.0,0.0,0.0,1.0,-7.273083841126388,-29.20612146696916,0.0,0.0,0.0,0.0,1.0,-7.458833955518004,-29.482792616212112,0.0,0.0,0.0,0.0,1.0,-7.327390293217892,-29.789015726804777,0.0,0.0,0.0,0.0,1.0,-6.998875178774714,-29.84494290626432,0.0,0.0,0.0,0.0,1.0,-6.773508482098851,-29.599464023569038,0.0,0.0,0.0,0.0,1.0,-6.857245903197716,-29.276914687609985,0.0,0.0,0.0,0.0,1.0
4.386730670928955,-7.225846387315967,-29.646683528787246,0.0,0.0,0.0,0.0,1.0,-6.922348379493151,-29.436827236792,0.0,0.0,0.0,0.0,1.0,-6.964904511724234,-29.07030345904771,0.0,0.0,0.0,0.0,1.0,-7.308412028196995,-28.935569312785045,0.0,0.0,0.0,0.0,1.0,-7.588807400980735,-29.17542164019481,0.0,0.0,0.0,0.0,1.0,-7.508915972358215,-29.535654986340145,0.0,0.0,0.0,0.0,1.0,-7.153409995368896,-29.634479094569272,0.0,0.0,0.0,0.0,1.0,-6.899069464558964,-29.3671560719361,0.0,0.0,0.0,0.0,1.0,-7.0154550343596105,-29.017005956721796,0.0,0.0,0.0,0.0,1.0,-7.379216445722841,-28.955132378795163,0.0,0.0,0.0,0.0,1.0
4.753107070922852,-7.268025731860176,-29.52296371130412,0.0,0.0,0.0,0.0,1.0,-6.958645590674302,-29.17803895147772,0.0,0.0,0.0,0.0,1.0,-7.021169228736142,-28.718931168506227,0.0,0.0,0.0,0.0,1.0,-7.411519133994844,-28.469299213087833,0.0,0.0,0.0,0.0,1.0,-7.854508941957811,-28.605127014890048,0.0,0.0,0.0,0.0,1.0,-8.037842548236826,-29.030659564185893,0.0,0.0,0.0,0.0,1.0,-7.832274606742195,-29.445907662473108,0.0,0.0,0.0,0.0,1.0,-7.3827250821365045,-29.55813237734593,0.0,0.0,0.0,0.0,1.0,-7.006114505638092,-29.288218251426184,0.0,0.0,0.0,0.0,1.0,-6.967943378156194,-28.826447608435263,0.0,0.0,0.0,0.0,1.0
