time,child_frame_id,pose.pose.position.x,pose.pose.position.y,pose.pose.position.z,pose.pose.orientation.x,pose.pose.orientation.y,pose.pose.orientation.z,pose.pose.orientation.w,pose.covariance,twist.twist.linear.x,twist.twist.linear.y,twist.twist.linear.z,twist.twist.angular.x,twist.twist.angular.y,twist.twist.angular.z,twist.covariance
1.2233941555023193,,-33.79328394855379,7.4822691483566155,0.0,0.011032124981284142,0.004327671136707068,0.6809522509574891,-0.7322322726249696,[0.00454436 0.         0.         0.         0.         0.
 0.         0.00454436 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ],-0.5105349353661217,-0.0022643704509951457,0.0,-0.1365393549203873,0.012589246034622192,-0.7030860781669618,[0.3577859 0.        0.        0.        0.        0.        0.
 0.3577859 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.05      0.05      0.05      0.        0.        0.        0.05
 0.05      0.05      0.        0.        0.        0.05      0.05
 0.05     ]
1.5003256797790527,,-33.9444298455316,7.705630543947884,0.0,0.014281171374022962,-0.0010800845921039581,0.7602188587188721,-0.6495096683502197,[0.0044993 0.        0.        0.        0.        0.        0.
 0.0044993 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.05      0.05      0.05      0.        0.        0.        0.05
 0.05      0.05      0.        0.        0.        0.05      0.05
 0.05     ],-0.4768210807086901,0.03869575807854775,0.0,-0.005219877697527409,0.05536453053355218,-0.7503898739814759,[0.36550145 0.         0.         0.         0.         0.
 0.         0.36550145 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ]
1.7328197956085205,,-34.1274042637595,7.86098819398787,0.0,0.015568554401397705,-0.006705782841891051,0.8281524777412416,-0.5602471828460693,[0.00446946 0.         0.         0.         0.         0.
 0.         0.00446946 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ],-0.44581664772371404,-0.032453972754452054,0.0,-0.022698944434523586,-0.011265279725193977,-0.9868221282958984,[0.38224758 0.         0.         0.         0.         0.
 0.         0.38224758 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ]
2.0099287033081055,,-34.34612473112272,7.951936003530025,0.0,0.011762174777686598,6.800736446166412e-05,0.9001426696777344,-0.4354358613491059,[0.00462367 0.         0.         0.         0.         0.
 0.         0.00462367 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ],-0.2673117674846127,-0.2679378327458838,0.0,0.007931144908070564,-0.020538279786705974,-1.1324334144592285,[0.33607838 0.         0.         0.         0.         0.
 0.         0.33607838 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ]
2.241382598876953,,-34.57115790808404,7.9752850043555465,0.0,0.011233542114496231,5.819091165903956e-05,0.9500351548194886,-0.3119416534900666,[0.00441629 0.         0.         0.         0.         0.
 0.         0.00441629 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ],-0.37805777557394,-0.27609990421123454,0.0,-0.03965498507022858,0.031109912320971492,-1.1536242961883545,[0.36804872 0.         0.         0.         0.         0.
 0.         0.36804872 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ]
2.5189449787139893,,-34.798396512313005,7.909077764275227,0.0,0.007185430731624366,-0.0006277463980950416,0.9844083786010742,-0.175750806927681,[0.00460448 0.         0.         0.         0.         0.
 0.         0.00460448 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ],-0.079370451640277,-0.5182140323316534,0.0,0.0013448300305753946,0.008710475638508797,-1.1812318563461306,[0.32950488 0.         0.         0.         0.         0.
 0.         0.32950488 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ]
2.747699499130249,,-34.99282442498049,7.81135822254426,0.0,0.018567865714430812,0.0022343401797115803,0.9986385107040405,-0.04869503527879715,[0.00445162 0.         0.         0.         0.         0.
 0.         0.00445162 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ],-0.12985479749395723,-0.5499814633293852,0.0,-0.06517621129751207,-0.1415446847677231,-1.1318774223327637,[0.34595668 0.         0.         0.         0.         0.
 0.         0.34595668 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ]
2.985663652420044,,-35.16629565353047,7.654213165151613,0.0,0.020390341058373455,-0.005162328016012908,0.9963244199752808,0.08303850144147874,[0.00460792 0.         0.         0.         0.         0.
 0.         0.00460792 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ],0.2181071915537529,-0.608693500198177,0.0,-0.041982538998126984,0.09076523035764696,-1.072415828704834,[0.30444959 0.         0.         0.         0.         0.
 0.         0.30444959 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ]
3.2216992378234863,,-35.314538547276484,7.447500780734906,0.0,0.007887082174420357,0.0031947745010256767,0.9798535704612733,0.19953544437885287,[0.0044562 0.        0.        0.        0.        0.        0.
 0.0044562 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.05      0.05      0.05      0.        0.        0.        0.05
 0.05      0.05      0.        0.        0.        0.05      0.05
 0.05     ],0.2704552038571555,-0.7077840924124292,0.0,0.09930509328842163,0.018925229087471965,-1.0054740905761719,[0.31848927 0.         0.         0.         0.         0.
 0.         0.31848927 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ]
3.4939663410186768,,-35.45465189595422,7.184335789299995,0.0,0.01685361936688423,0.004730360582470894,0.9479954838752748,0.317801296710968,[0.00448462 0.         0.         0.         0.         0.
 0.         0.00448462 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
