time,child_frame_id,pose.pose.position.x,pose.pose.position.y,pose.pose.position.z,pose.pose.orientation.x,pose.pose.orientation.y,pose.pose.orientation.z,pose.pose.orientation.w,pose.covariance,twist.twist.linear.x,twist.twist.linear.y,twist.twist.linear.z,twist.twist.angular.x,twist.twist.angular.y,twist.twist.angular.z,twist.covariance
0.0,,-11.25379386948733,-3.1635218298343126,0.0,0.0011734763393178584,0.010022978298366072,-0.9850376844406128,0.1720435619354248,[0.00458942 0.         0.         0.         0.         0.
 0.         0.00458942 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ],-0.004543855721377957,-0.008611040537585768,0.0,-0.011374056339263916,-0.0073909759521484375,-0.0012874604435637595,[0.34835269 0.         0.         0.         0.         0.
 0.         0.34835269 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ]
0.27097463607788086,,-11.26485549513899,-3.163222314056562,0.0,-0.00039405297138728207,0.010605771094560623,-0.9850485324859619,0.17195029556751254,[0.00447437 0.         0.         0.         0.         0.
 0.         0.00447437 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ],-0.010550373848391047,-0.015442363124030772,0.0,-0.00013411046529654416,-0.009420515038073065,0.0012256205081939697,[0.33338141 0.         0.         0.         0.         0.
 0.         0.33338141 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ]
0.5068726539611816,,-11.26602039381989,-3.1569601604792643,0.0,-8.63689201651141e-05,0.009935513138771057,-0.9850122928619385,0.17219772934913635,[0.00447989 0.         0.         0.         0.         0.
 0.         0.00447989 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ],0.028334265881590562,0.008726021504250097,0.0,0.003569573163986206,0.01172348950058222,0.0015340745449066162,[0.38853104 0.         0.         0.         0.         0.
 0.         0.38853104 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ]
0.7416198253631592,,-11.276059536666317,-3.1565281558531533,0.0,0.001348351943306625,0.009616216644644737,-0.9850078821182251,0.1722364276647568,[0.00459011 0.         0.         0.         0.         0.
 0.         0.00459011 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ],0.0011874583269852398,-0.00838331073170311,0.0,-0.0012040141737088563,0.013128669932484627,-0.0017091635381802919,[0.31710169 0.         0.         0.         0.         0.
 0.         0.31710169 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ]
1.0135116577148438,,-11.286891411162458,-3.15622434729186,0.0,0.0009145435760729016,0.009805705398321152,-0.9850142598152162,0.17219138145446777,[0.0044589 0.        0.        0.        0.        0.        0.
 0.0044589 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.05      0.05      0.05      0.        0.        0.        0.05
 0.05      0.05      0.        0.        0.        0.05      0.05
 0.05     ],-0.013437227608720813,-0.00976141535705883,0.0,-0.011686980724334717,-0.010041891597211363,0.0017933548660948875,[0.38000647 0.         0.         0.         0.         0.
 0.         0.38000647 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ]
1.255725383758545,,-11.298071306441853,-3.149675038513813,0.0,-0.0006491722888313235,0.011001135222613813,-0.9850572347640991,0.17187450826168063,[0.00461465 0.         0.         0.         0.         0.
 0.         0.00461465 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ],-0.007040819790327831,0.0031386365604450846,0.0,0.0009559095487929882,-0.007870793342590332,-0.01312345266342163,[0.3068152 0.        0.        0.        0.        0.        0.
 0.3068152 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.05      0.05      0.05      0.        0.        0.        0.05
 0.05      0.05      0.        0.        0.        0.05      0.05
 0.05     ]
1.5114545822143555,,-11.309293052390187,-3.149405590487744,0.0,4.349393202573993e-05,0.01008862815797329,-0.9853059649467469,0.17050033807754517,[0.00452488 0.         0.         0.         0.         0.
 0.         0.00452488 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ],-0.00805618771561381,-0.008591222777538425,0.0,0.015098604373633863,0.014021249487996101,-0.007590652443468571,[0.28268046 0.         0.         0.         0.         0.
 0.         0.28268046 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ]
1.767512321472168,,-11.320299227410805,-3.1492154211959402,0.0,0.0015599537873640659,0.009767376817762853,-0.9855660200119019,0.16900338232517245,[0.004284 0.       0.       0.       0.       0.       0.       0.004284
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.05     0.05     0.05
 0.       0.       0.       0.05     0.05     0.05     0.       0.
 0.       0.05     0.05     0.05    ],-0.01792149385525866,-0.007995215487778765,0.0,-0.02114027738571167,0.013156981207430364,-0.019271671772003174,[0.44988857 0.         0.         0.         0.         0.
 0.         0.44988857 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ]
2.029019594192505,,-11.331120581912149,-3.1497011571537534,0.0,0.0007480966742150487,0.012350945733487608,-0.9863325953483583,0.16430139541625977,[0.0046351 0.        0.        0.        0.        0.        0.
 0.0046351 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.05      0.05      0.05      0.        0.        0.        0.05
 0.05      0.05      0.        0.        0.        0.05      0.05
 0.05     ],-0.0098953322481862,-0.006619538281613614,0.0,0.009001047350466253,-0.0004976988420821727,-0.03505498170852661,[0.33909346 0.         0.         0.         0.         0.
 0.         0.33909346 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ]
2.2639777660369873,,-11.342166223236097,-3.149814169563014,0.0,0.00026329464162699884,0.009236648678779602,-0.987079679965973,0.15996405482292175,[0.00454117 0.         0.         0.         0.         0.
 0.         0.00454117 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ],-0.019062112274040914,0.0005359319883042734,0.0,0.018312782049179077,-0.009085236117243767,-0.03979951515793801,[0.32744103 0.         0.         0.         0.         0.
 0.         0.32744103 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05
 0.         0.         0.         0.05       0.05       0.05      ]
2.506723165512085,,-11.354423912105617,-3.1496016077879223,0.0,-0.0006410943460650743,0.006051199976354838,-0.9883608818054199,0.1520051658153534,[0.00451806 0.         0.         0.         0.         0.
 0.         0.00451806 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
