time,vector.x,vector.y,vector.z
-1.7633082551122194e+18,-0.022322800010442734,-0.20006759464740756,9.804699897766115
-1.7633082551122194e+18,-0.05563710629940033,-0.20267027616500854,9.813545227050781
-1.7633082551122194e+18,-0.04660796746611596,-0.1887132376432419,9.818053245544435
-1.7633082551122194e+18,-0.04156740754842758,-0.1941398233175278,9.802770614624023
-1.7633082551122194e+18,-0.04946232214570046,-0.18726032972335815,9.805228233337404
-1.7633082551122194e+18,-0.039354316890239716,-0.18904754519462585,9.791590690612795
-1.7633082551122194e+18,-0.03318654373288155,-0.1898914873600006,9.7952356338501
-1.7633082551122194e+18,-0.05281497538089752,-0.19734179973602295,9.796236038208008
-1.7633082551122194e+18,-0.03869975358247757,-0.19260759651660922,9.79182529449463
-1.7633082551122194e+18,-0.04381049796938897,-0.18443739414215088,9.796188354492188
-1.7633082551122194e+18,-0.04837046563625336,-0.18719914555549622,9.806368827819826
-1.7633082551122194e+18,-0.06246945261955261,-0.17734405398368835,9.804437637329102
-1.7633082551122194e+18,-0.019540688022971157,-0.18093010783195496,9.810900688171388
-1.7633082551122194e+18,-0.032457049936056144,-0.18832977116107943,9.80651378631592
-1.7633082551122194e+18,-0.034429363906383514,-0.18635818362236023,9.798264503479006
-1.7633082551122194e+18,-0.05037616938352585,-0.19270198047161105,9.791731834411623
-1.7633082551122194e+18,-0.03777726739645004,-0.2129681408405304,9.820463180541992
-1.7633082551122194e+18,-0.02961667999625206,-0.1994426399469376,9.792992591857912
-1.7633082551122194e+18,-0.047627214342355735,-0.19705328345298767,9.795740127563477
-1.7633082551122194e+18,-0.0190461203455925,-0.18482099473476413,9.805224418640138
-1.7633082551122194e+18,-0.04323508962988854,-0.2033994942903519,9.8093957901001
-1.7633082551122194e+18,-0.027728604152798656,-0.1792126148939133,9.815929412841797
-1.7633082551122194e+18,-0.05257182195782662,-0.19793915748596191,9.812140464782717
-1.7633082551122194e+18,-0.03697218373417855,-0.21065902709960938,9.799191474914553
-1.7633082551122194e+18,-0.041405901312828064,-0.20386171340942383,9.804749488830568
-1.7633082551122194e+18,-0.04147418588399887,-0.1859850287437439,9.808800697326662
-1.7633082551122194e+18,-0.060709089040756226,-0.20118848979473117,9.819865226745607
-1.7633082551122194e+18,-0.04144686460494995,-0.18209029734134677,9.811760902404787
-1.7633082551122194e+18,-0.047286313027143485,-0.18324686586856845,9.813261032104492
-1.7633082551122194e+18,-0.0555281862616539,-0.20219376683235168,9.816789627075195
-1.7633082551122194e+18,-0.045193511992692954,-0.17706400156021118,9.808685302734375
-1.7633082551122194e+18,-0.04608744755387307,-0.18774490058422091,9.813712120056154
-1.7633082551122194e+18,-0.03996727615594864,-0.20768097043037415,9.803891181945803
-1.7633082551122194e+18,-0.05735034868121148,-0.1892877668142319,9.805478096008303
-1.7633082551122194e+18,-0.05287810787558556,-0.1934456378221512,9.809494018554688
-1.7633082551122194e+18,-0.05433323234319687,-0.17326863110065463,9.808158874511719
-1.7633082551122194e+18,-0.048304315656423576,-0.2036242336034775,9.79812240600586
-1.7633082551122194e+18,-0.05410679057240487,-0.1721315085887909,9.813617706298828
-1.7633082551122194e+18,-0.05020589008927346,-0.1741156280040741,9.808421134948732
-1.7633082551122194e+18,-0.029590995982289318,-0.17822231352329257,9.806777954101562
-1.7633082551122194e+18,-0.06603018939495087,-0.18104822933673861,9.79943370819092
-1.7633082551122194e+18,-0.04267456382513046,-0.20830561220645907,9.797904014587404
-1.7633082551122194e+18,-0.046519283205270774,-0.18805600702762607,9.804627418518068
-1.7633082551122194e+18,-0.010106947273015976,-0.1878504455089569,9.803603172302248
-1.7633082551122194e+18,-0.034619774669408805,-0.19679045677185059,9.804580688476562
-1.7633082551122194e+18,-0.04602672904729843,-0.19431452453136447,9.813666343688967
-1.7633082551122194e+18,-0.052381739020347595,-0.19457598030567172,9.812353134155273
-1.7633082551122194e+18,-0.028295779600739483,-0.19810576736927035,9.789319038391115
-1.7633082551122194e+18,-0.021929576992988586,-0.18369008600711825,9.818077087402344
-1.7633082551122194e+18,-0.027950072661042217,-0.18364211916923523,9.825037002563477
-1.7633082551122194e+18,-0.044985778629779816,-0.1965728998184204,9.801194190979006
-1.7633082551122194e+18,-0.03716115653514862,-0.18633893132209778,9.795806884765625
-1.7633082551122194e+18,-0.03606218844652176,-0.21113845705986023,9.807942390441896
-1.7633082551122194e+18,-0.04071415588259698,-0.21651060879230502,9.80360221862793
-1.7633082551122194e+18,-0.031069789081811905,-0.2008683979511261,9.83125972747803
-1.7633082551122194e+18,-0.03829267248511315,-0.19605965912342074,9.815306663513185
-1.7633082551122194e+18,-0.01844269037246704,-0.2221922427415848,9.81881332397461
-1.7633082551122194e+18,-0.02708473429083824,-0.18373972177505493,9.816408157348633
-1.7633082551122194e+18,-0.045079492032527924,-0.201142817735672,9.81580924987793
-1.7633082551122194e+18,-0.03616674244403839,-0.21557836234569552,9.810376167297365
-1.7633082551122194e+18,-0.046001940965652466,-0.19826772809028625,9.829137802124023
-1.7633082551122194e+18,-0.04508808627724648,-0.19706454873085022,9.822010993957521
-1.7633082551122194e+18,-0.04916832596063614,-0.19721318781375888,9.814211845397951
-1.7633082551122194e+18,-0.035602245479822166,-0.20377640426158908,9.817196846008303
-1.7633082551122194e+18,-0.04691923409700394,-0.19016729295253756,9.81783962249756
-1.7633082551122194e+18,-0.045753784477710724,-0.20833444595336914,9.82258415222168
-1.7633082551122194e+18,-0.043045070022344596,-0.19356834888458252,9.806087493896484
-1.7633082551122194e+18,-0.05908724665641785,-0.17352537810802462,9.814524650573732
-1.7633082551122194e+18,-0.06348630785942078,-0.1940381079912186,9.801721572875977
-1.7633082551122194e+18,-0.06076432764530182,-0.20533865690231323,9.80787467956543
-1.7633082551122194e+18,-0.04083213955163956,-0.21254704892635348,9.804107666015625
-1.7633082551122194e+18,-0.04102664068341256,-0.18837907910346985,9.794595718383789
-1.7633082551122194e+18,-0.05376452952623367,-0.1865685731172562,9.78362560272217
-1.7633082551122194e+18,-0.05666986107826233,-0.18904972076416016,9.793210029602053
-1.7633082551122194e+18,-0.06116444617509842,-0.17883662879467013,9.81021022796631
-1.7633082551122194e+18,-0.0541645921766758,-0.1772924512624741,9.808876037597656
-1.7633082551122194e+18,-0.04366458207368851,-0.18867075443267822,9.792614936828615
-1.7633082551122194e+18,-0.041618157178163535,-0.1843959838151932,9.796908378601076
-1.7633082551122194e+18,-0.05199966207146645,-0.1873052418231964,9.79757308959961
-1.7633082551122194e+18,-0.05866376310586929,-0.1708069145679474,9.807038307189943
-1.7633082551122194e+18,-0.05690811574459076,-0.19304430484771729,9.802173614501953
-1.7633082551122194e+18,-0.05709468573331833,-0.19418285787105563,9.807515144348146
-1.7633082551122194e+18,-0.05332631990313531,-0.18555070459842685,9.824560165405273
-1.7633082551122194e+18,-0.042728960514068604,-0.18818366527557373,9.80802631378174
-1.7633082551122194e+18,-0.043742671608924866,-0.18725876510143283,9.821462631225586
-1.7633082551122194e+18,-0.024924200028181076,-0.19617685675621033,9.819436073303224
-1.7633082551122194e+18,-0.05414111167192459,-0.18963110446929932,9.809396743774414
-1.7633082551122194e+18,-0.030727369710803035,-0.19251890480518344,9.814761161804201
-1.7633082551122194e+18,-0.034278538078069694,-0.19689579308032992,9.825201034545898
-1.7633082551122194e+18,-0.05999232083559036,-0.18088023364543918,9.828112602233888
-1.7633082551122194e+18,-0.053789734840393066,-0.1963804066181183,9.808420181274414
-1.7633082551122194e+18,-0.04623905569314957,-0.19163455069065097,9.805390357971193
-1.7633082551122194e+18,-0.02765722945332527,-0.1950279623270035,9.803483963012695
-1.7633082551122194e+18,-0.048967987298965454,-0.18662020564079285,9.814069747924805
-1.7633082551122194e+18,-0.04600785300135613,-0.2168087363243103,9.825301170349123
-1.7633082551122194e+18,-0.017720062285661697,-0.1928543746471405,9.810876846313477
-1.7633082551122194e+18,-0.049530550837516785,-0.19893157482147217,9.818742752075195
-1.7633082551122194e+18,-0.03523842990398407,-0.19809314608573914,9.822010040283203
-1.7633082551122194e+18,-0.05190462246537209,-0.206275150179863,9.806129455566406
-1.7633082551122194e+18,-0.0415402539074421,-0.18604940176010132,9.814999580383303
-1.7633082551122194e+18,-0.043007656931877136,-0.1974199861288071,9.822299003601076
-1.7633082551122194e+18,-0.04907655715942383,-0.206791564822197,9.806632995605469
-1.7633082551122194e+18,-0.04566687345504761,-0.20200563967227939,9.80562973022461
-1.7633082551122194e+18,-0.054705724120140076,-0.20439852774143222,9.814022064208984
-1.7633082551122194e+18,-0.045316938310861594,-0.21059787273406982,9.802531242370607
-1.7633082551122194e+18,-0.05152115970849991,-0.19113844633102417,9.805604934692383
-1.7633082551122194e+18,-0.032969158142805106,-0.19961152970790866,9.80923366546631
-1.7633082551122194e+18,-0.05457225441932678,-0.1999887675046921,9.802556037902834
-1.7633082551122194e+18,-0.05530214309692383,-0.18190680444240573,9.800194740295412
-1.7633082551122194e+18,-0.04711947590112686,-0.1996777057647705,9.812710762023928
