time,linear,angular
5053730797,0.0,0.0
5103475055,0.0,0.0
5152068851,0.0,0.0
5201495647,0.0,0.0
5251452668,0.0,0.0
5306299339,0.0,0.0
5351390453,0.0,0.0
5403382743,0.0,0.0
5451412459,0.0,0.0
5501348745,0.0,0.0
5552809306,0.0,0.0
5601186756,0.0,0.0
5651324508,0.0,0.0
5701137341,0.0,0.0
5755345951,0.0,0.0
5801294768,0.0,0.0
5851718911,0.0,0.0
5901197514,0.0,0.0
5951876210,0.0,0.0
6001494520,0.0,0.0
6053591863,0.0,0.0
6101117338,0.0,0.0
6153978596,0.0,0.0
6201582630,0.0,0.0
6252703299,0.0,0.0
6301125037,0.0,0.0
6353678784,0.0,0.0
6401387392,0.0,0.0
6453217064,0.0,0.0
6507331022,0.0,0.0
6551100127,0.0,0.0
6610914656,0.0,0.0
6651372113,0.0,0.0
6700907771,0.0,0.0
6751032372,0.0,0.0
6804763782,0.0,0.0
6852402599,0.0,0.0
6903686271,0.0,0.0
6953510497,0.0,0.0
7001389915,0.0,0.0
7055046734,0.0,0.0
7104206563,0.0,0.0
7155142502,0.0,0.0
7204433561,0.0,0.0
7251078520,0.0,0.0
7302058074,0.0,0.0
7352957758,0.0,0.0
7400798042,0.0,0.0
7458332767,0.0,0.0
7501560097,0.0,0.0
7554942846,0.0,0.0
7606526510,0.0,0.0
7661370401,0.0,0.0
7708283864,0.0,0.0
7761129060,0.0,0.0
7805460102,0.0,0.0
7855594176,0.0,0.0
7901238940,0.0,0.0
7951136766,0.0,0.0
8013233727,0.0,0.0
8051052220,0.0,0.0
8102617166,0.0,0.0
8151727174,0.0,0.0
8200887678,0.0,0.0
8251943007,0.0,0.0
8302623307,0.0,0.0
8351123382,0.0,0.0
8403152603,0.0,0.0
8451995996,0.0,0.0
8501292368,0.0,0.0
8551164787,0.0,0.0
8601267696,0.0,0.0
8652428750,0.0,0.0
8700792508,0.0,0.0
8754520689,0.0,0.0
8803236981,0.0,0.0
8853362929,0.0,0.0
8902210802,0.0,0.0
8951993176,0.0,0.0
9001329194,0.0,0.0
9060805497,0.0,0.0
9110280360,0.0,0.0
9153765699,0.0,0.0
9201817756,0.0,0.0
9251008597,0.0,0.0
9301108819,0.0,0.0
9353975265,0.0,0.0
9401663428,0.0,0.0
9451914814,0.0,0.0
9501859680,0.0,0.0
9552615692,0.0,0.0
9600743426,0.0,0.0
9651981600,0.0,0.0
9701006749,0.0,0.0
9751206968,0.0,0.0
9803003781,0.0,0.0
9851816008,0.0,0.0
9911354998,0.0,0.0
9956905431,0.0,0.0
10001065664,0.0,0.0
10050730347,0.0,0.0
10101745102,0.0,0.0
10151858220,0.0,0.0
10201998923,0.0,0.0
10250997514,0.0,0.0
10301104073,0.0,0.0
10350704822,0.0,0.0
10401478594,0.0,0.0
10450927956,0.0,0.0
10501871643,0.0,0.0
10550867290,0.0,0.0
10603044446,0.0,0.0
10651137719,0.0,0.0
10701391090,0.0,0.0
10755607803,0.0,0.0
10800993698,0.0,0.0
10851893514,0.0,0.0
10902625015,0.0,0.0
10951174083,0.0,0.0
11001435390,0.0,0.0
11051351682,0.0,0.0
11102602208,0.0,0.0
11151788314,0.0,0.0
11217308512,0.0,0.0
11252211765,0.0,0.0
11302407251,0.0,0.0
11351416307,0.0,0.0
11401419158,0.0,0.0
11450843914,0.0,0.0
11501059368,0.0,0.0
11550836049,0.0,0.0
11600970673,0.0,0.0
11651900474,0.0,0.0
11703495375,0.0,0.0
11750713539,0.0,0.0
11804158243,0.0,0.0
11852401785,0.0,0.0
11901639378,0.0,0.0
11951606935,0.0,0.0
12001263716,0.0,0.0
12055960833,0.0,0.0
12101465317,0.0,0.0
12151570278,0.0,0.0
12200782498,0.0,0.0
12251301623,0.0,0.0
12300989829,0.0,0.0
12350767952,0.0,0.0
12402293321,0.0,0.0
12452213584,0.0,0.0
12501225905,0.0,0.0
12551393585,0.0,0.0
12600883109,0.0,0.0
12653590268,0.0,0.0
12701415871,0.0,0.0
12751848631,0.0,0.0
12803462893,0.0,0.0
12850698497,0.0,0.0
12901604236,0.0,0.0
12951095776,0.0,0.0
13002499004,0.0,0.0
13051884338,0.0,0.0
13100614172,0.0,0.0
13150801691,0.0,0.0
13202256184,0.0,0.0
13250907204,0.0,0.0
13300702800,0.0,0.0
13350641688,0.0,0.0
13400901270,0.0,0.0
13451144181,0.0,0.0
13501172027,0.0,0.0
13551569781,0.0,0.0
13602868022,0.0,0.0
13653616775,0.0,0.0
13710119090,0.0,0.0
13751222903,0.0,0.0
13805080558,0.0,0.0
13853610079,0.0,0.0
13905628363,0.0,0.0
13951138865,0.0,0.0
14000707140,0.0,0.0
14050830342,0.0,0.0
14100951177,0.0,0.0
14151445825,0.0,0.0
14200990645,0.0,0.0
14251364594,0.0,0.0
14303008810,0.0,0.0
14352193001,0.0,0.0
14400899445,0.0,0.0
14450996633,0.0,0.0
14500959490,0.0,0.0
14552379776,0.0,0.0
14600581691,0.0,0.0
14653163800,0.0,0.0
14700843874,0.0,0.0
14753855827,0.0,0.0
14801120201,0.0,0.0
14855087998,0.0,0.0
14903339800,0.0,0.0
14952794830,0.0,0.0
15000913675,0.0,0.0
15051682941,0.0,0.0
15101206258,0.0,0.0
15151396564,0.0,0.0
15200855564,0.0,0.0
15252359881,0.0,0.0
15302683784,0.0,0.0
15351120990,0.0,0.0
15400482456,0.0,0.0
15460141836,0.0,0.0
15500761761,0.0,0.0
15551684144,0.0,0.0
15601039338,0.0,0.0
15651165551,0.0,0.0
15700655974,0.0,0.0
15751452792,0.0,0.0
15801555198,0.0,0.0
15851226864,0.0,0.0
15901052925,0.0,0.0
15950820396,0.0,0.0
16002149775,0.0,0.0
16050780958,0.0,0.0
16105393123,0.0,0.0
16151155621,0.0,0.0
16201692479,0.0,0.0
16252145628,0.0,0.0
16300721487,0.0,0.0
16350562429,0.0,0.0
16401556682,0.0,0.0
16451528085,0.0,0.0
16501338052,0.0,0.0
16551509321,0.0,0.0
16600990177,0.0,0.0
16651425566,0.0,0.0
16701171311,0.0,0.0
16758308909,0.0,0.0
16809057857,0.0,0.0
16851844121,0.0,0.0
16901097272,0.0,0.0
16960970504,0.0,0.0
17006983619,0.0,0.0
17051046871,0.0,0.0
17110481299,0.0,0.0
17151203622,0.0,0.0
17206233026,0.0,0.0
17251236699,0.0,0.0
17301112970,0.0,0.0
17350978841,0.0,0.0
17400944549,0.0,0.0
17450877201,0.0,0.0
17501014744,0.0,0.0
17551457655,0.0,0.0
17601187849,0.0,0.0
17655837519,0.0,0.0
17701750927,0.0,0.0
17751698044,0.0,0.0
17800516936,0.0,0.0
17851401946,0.0,0.0
17901140556,0.0,0.0
17950733283,0.0,0.0
18004391621,0.0,0.0
18051226667,0.0,0.0
18100727236,0.0,0.0
18150569492,0.0,0.0
18201463846,0.0,0.0
18250791334,0.0,0.0
18307235226,0.0,0.0
18352131160,0.0,0.0
18400845225,0.0,0.0
18459410112,0.0,0.0
18511343765,0.0,0.0
18551794290,0.0,0.0
18600894392,0.0,0.0
18652011748,0.0,0.0
18702114893,0.0,0.0
18750968794,0.0,0.0
18801903916,0.0,0.0
18854463759,0.0,0.0
18906188362,0.0,0.0
18951474236,0.0,0.0
19002880960,0.0,0.0
19051389591,0.0,0.0
19101050701,0.0,0.0
19150871231,0.0,0.0
19201601559,0.0,0.0
19251155953,0.0,0.0
19301999751,0.0,0.0
19350477375,0.0,0.0
19400887905,0.0,0.0
19450658261,0.0,0.0
19501006136,0.0,0.0
19552124774,0.0,0.0
19601657601,0.0,0.0
19650951010,0.0,0.0
19700969007,0.0,0.0
19750712740,0.0,0.0
19801076455,0.0,0.0
19853173016,0.0,0.0
19900997956,0.0,0.0
19951746076,0.0,0.0
20003465464,0.0,0.0
20050818289,0.0,0.0
20100763712,0.0,0.0
20152060137,0.0,0.0
20204243225,0.0,0.0
20253059977,0.0,0.0
20300994419,0.0,0.0
20350747144,0.0,0.0
20401230473,0.0,0.0
20450940544,0.0,0.0
20501332387,0.0,0.0
20553558962,0.0,0.0
20601068744,0.0,0.0
20659956729,0.0,0.0
20701732370,0.0,0.0
20759079791,0.0,0.0
20807167444,0.0,0.0
20850758361,0.0,0.0
20900555342,0.0,0.0
20952526308,0.0,0.0
21001052669,0.0,0.0
21051632635,0.0,0.0
21101584779,0.0,0.0
21154978201,0.0,0.0
21227411434,0.0,0.0
21251314017,0.0,0.0
21303299736,0.0,0.0
21351162725,0.0,0.0
21403091390,0.0,0.0
21451854864,0.0,0.0
21503134940,0.0,0.0
21551262849,0.0,0.0
21603337845,0.0,0.0
21651046406,0.0,0.0
21703243544,0.0,0.0
21757067962,0.0,0.0
21801393004,0.0,0.0
21854212875,0.0,0.0
21903395954,0.0,0.0
21950742158,0.0,0.0
22004472915,0.0,0.0
22051265438,0.0,0.0
22100768028,0.0,0.0
22150864810,0.0,0.0
22200934104,0.0,0.0
22250680593,0.0,0.0
22301567272,0.0,0.0
22350925067,0.0,0.0
22400356781,0.0,0.0
22451129639,0.0,0.0
22501214838,0.0,0.0
22553929050,0.0,0.0
22600425486,0.0,0.0
22651165962,0.0,0.0
22700396881,0.0,0.0
22751633439,0.0,0.0
22801666543,0.0,0.0
22850761529,0.0,0.0
22900835272,0.0,0.0
22955257467,0.0,0.0
23001036804,0.0,0.0
23050549411,0.0,0.0
23100659441,0.0,0.0
23151465003,0.0,0.0
23202693786,0.0,0.0
23261931174,0.0,0.0
23301311462,0.0,0.0
23350790663,0.0,0.0
23401226188,0.0,0.0
23450673774,0.0,0.0
23500445543,0.0,0.0
23550664115,0.0,0.0
23601320210,0.0,0.0
23660243750,0.0,0.0
23705560222,0.0,0.0
23757363005,0.0,0.0
23801523541,0.0,0.0
23852332080,0.0,0.0
23902772149,0.0,0.0
23950996058,0.0,0.0
24000769682,0.0,0.0
24055313891,0.0,0.0
24100383970,0.0,0.0
24151021506,0.0,0.0
24200823131,0.0,0.0
24250582101,0.0,0.0
24302246425,0.0,0.0
24353136307,0.0,0.0
24403689270,0.0,0.0
24450895225,0.0,0.0
24502483263,0.0,0.0
24551226582,0.0,0.0
24604027034,0.0,0.0
24651596498,0.0,0.0
24700715038,0.0,0.0
24751025801,0.0,0.0
24801123481,0.0,0.0
24851641758,0.0,0.0
24902906957,0.0,0.0
24950605730,0.0,0.0
25001112455,0.0,0.0
25050447629,0.0,0.0
25100539197,0.0,0.0
25150882727,0.0,0.0
25200984601,0.0,0.0
25250759860,0.0,0.0
25301446228,0.0,0.0
25350464741,0.0,0.0
25400422490,0.0,0.0
25450407855,0.0,0.0
25506175680,0.0,0.0
25552715606,0.0,0.0
25600721763,0.0,0.0
25651797369,0.0,0.0
25700668398,0.0,0.0
25751327471,0.0,0.0
25800959470,0.0,0.0
25851756140,0.0,0.0
25900907544,0.0,0.0
25951529339,0.0,0.0
26000982719,0.0,0.0
26051676768,0.0,0.0
26102559771,0.0,0.0
26153461110,0.0,0.0
26202012085,0.0,0.0
26251467354,0.0,0.0
26300613416,0.0,0.0
26350530112,0.0,0.0
26400356698,0.0,0.0
26451385394,0.0,0.0
26500486850,0.0,0.0
26551148036,0.0,0.0
26600744165,0.0,0.0
26652541032,0.0,0.0
26700599572,0.0,0.0
26757548581,0.0,0.0
26809118958,0.0,0.0
26851745909,0.0,0.0
26900404880,0.0,0.0
26951625635,0.0,0.0
27001356000,0.0,0.0
27050706344,0.0,0.0
27103920194,0.0,0.0
27156471696,0.0,0.0
27200375540,0.0,0.0
27251207923,0.0,0.0
27300305123,0.0,0.0
27351363100,0.0,0.0
27400983261,0.0,0.0
27450966164,0.0,0.0
27501328289,0.0,0.0
27551947782,0.0,0.0
27606093959,0.0,0.0
27655407345,0.0,0.0
27700527122,0.0,0.0
27750835904,0.0,0.0
27800960083,0.0,0.0
27852947729,0.0,0.0
27902022434,0.0,0.0
27956816049,0.0,0.0
28011020721,0.0,0.0
28050718955,0.0,0.0
28100675523,0.0,0.0
28150866837,0.0,0.0
28201236130,0.0,0.0
28250842437,0.0,0.0
28301019192,0.0,0.0
28351648126,0.0,0.0
28403870807,0.0,0.0
28450753159,0.0,0.0
28501762210,0.0,0.0
28553399531,0.0,0.0
28603595262,0.0,0.0
28655092555,0.0,0.0
28700215213,0.0,0.0
28750695223,0.0,0.0
28800286906,0.0,0.0
28850384079,0.0,0.0
28900270282,0.0,0.0
28951531007,0.0,0.0
29005073746,0.0,0.0
29052453524,0.0,0.0
29101068915,0.0,0.0
29155040699,0.0,0.0
29201183265,0.0,0.0
29250270260,0.0,0.0
29300334603,0.0,0.0
29350431969,0.0,0.0
29400139042,0.0,0.0
29450426963,0.0,0.0
29500468395,0.0,0.0
29554821192,0.0,0.0
29601262406,0.0,0.0
29650743917,0.0,0.0
29704177253,0.0,0.0
29751266416,0.0,0.0
29801192683,0.0,0.0
29850390587,0.0,0.0
29900531440,0.0,0.0
29950066646,0.0,0.0
30001081842,0.0,0.0
30050734069,0.0,0.0
30100468373,0.0,0.0
30150308531,0.0,0.0
30201887297,0.0,0.0
30251784285,0.0,0.0
30301527455,0.0,0.0
30356227796,0.0,0.0
30400149658,0.0,0.0
30450074870,0.0,0.0
30505214302,0.0,0.0
30550030027,0.0,0.0
30600198240,0.0,0.0
30650646158,0.0,0.0
30700589961,0.0,0.0
30750220622,0.0,0.0
30800084396,0.0,0.0
30851755958,0.0,0.0
30900667087,0.0,0.0
30950845092,0.0,0.0
31005100486,0.0,0.0
31051580867,0.0,0.0
31100574362,0.0,0.0
31151306400,0.0,0.0
31201920873,0.0,0.0
31255226983,0.0,0.0
31301188468,0.0,0.0
31350961462,0.0,0.0
31400676057,0.0,0.0
31450628661,0.0,0.0
31505263597,0.0,0.0
31550106106,0.0,0.0
31600502378,0.0,0.0
31653368660,0.0,0.0
31703584169,0.0,0.0
31750681430,0.0,0.0
31802318307,0.0,0.0
31851032451,0.0,0.0
31900836003,0.0,0.0
31955608280,0.0,0.0
32000822202,0.0,0.0
32051517601,0.0,0.0
32104446346,0.0,0.0
32150773005,0.0,0.0
32200583375,0.0,0.0
32250502317,0.0,0.0
32303058465,0.0,0.0
32350084753,0.0,0.0
32400777818,0.0,0.0
32450221958,0.0,0.0
32500928110,0.0,0.0
32550511510,0.0,0.0
32600253209,0.0,0.0
32650439856,0.0,0.0
32700365775,0.0,0.0
32750161265,0.0,0.0
32800173996,0.0,0.0
32855623695,0.0,0.0
32901422626,0.0,0.0
32950414426,0.0,0.0
33000072256,0.0,0.0
33050606829,0.0,0.0
33100525260,0.0,0.0
33150118004,0.0,0.0
33200776414,0.0,0.0
33251350124,0.0,0.0
33303590186,0.0,0.0
33350320099,0.0,0.0
33400711509,0.0,0.0
33450574230,0.0,0.0
33500784494,0.0,0.0
33553283557,0.0,0.0
33600363636,0.0,0.0
33651860775,0.0,0.0
33700360975,0.0,0.0
33750325453,0.0,0.0
33799893815,0.0,0.0
33850596992,0.0,0.0
33909013648,0.0,0.0
33953418443,0.0,0.0
34000921775,0.0,0.0
34049980070,0.0,0.0
34100569139,0.0,0.0
34151029220,0.0,0.0
34214927002,0.0,0.0
34250735881,0.0,0.0
34300191350,0.0,0.0
34351231159,0.0,0.0
34400206131,0.0,0.0
34450498825,0.0,0.0
34501190772,0.0,0.0
34553040158,0.0,0.0
34600216396,0.0,0.0
34650560672,0.0,0.0
34700145770,0.0,0.0
34757244257,0.0,0.0
34800813044,0.0,0.0
34850401150,0.0,0.0
34900262785,0.0,0.0
34952180777,0.0,0.0
35000850093,0.0,0.0
35051697651,0.0,0.0
35101655443,0.0,0.0
35150930534,0.0,0.0
35201125472,0.0,0.0
35250790857,0.0,0.0
35300720458,0.0,0.0
35350653643,0.0,0.0
35400183480,0.0,0.0
35450648906,0.0,0.0
35501662701,0.0,0.0
35550789829,0.0,0.0
35601584078,0.0,0.0
35652533107,0.0,0.0
35704147653,0.0,0.0
35755609147,0.0,0.0
35800429644,0.0,0.0
35851387409,0.0,0.0
35900327118,0.0,0.0
35950434218,0.0,0.0
36000183345,0.0,0.0
36054026020,0.0,0.0
36100514406,0.0,0.0
36151098614,0.0,0.0
36200923387,0.0,0.0
36261536049,0.0,0.0
36300696546,0.0,0.0
36350917276,0.0,0.0
36400770529,0.0,0.0
36451342353,0.0,0.0
36502326774,0.0,0.0
36551396817,0.0,0.0
36600033240,0.0,0.0
36650986973,0.0,0.0
36700436653,0.0,0.0
36750394703,0.0,0.0
36800154134,0.0,0.0
36853850574,0.0,0.0
36900236277,0.0,0.0
36950213622,0.0,0.0
37003367517,0.0,0.0
37049981821,0.0,0.0
37100269750,0.0,0.0
37156518343,0.0,0.0
37206238448,0.0,0.0
37250512659,0.0,0.0
37299947268,0.0,0.0
37350154144,0.0,0.0
37400950859,0.0,0.0
37449933545,0.0,0.0
37500105925,0.0,0.0
37551082732,0.0,0.0
37600335362,0.0,0.0
37650552125,0.0,0.0
37700046797,0.0,0.0
37750757563,0.0,0.0
37800093999,0.0,0.0
37850289515,0.0,0.0
37900498278,0.0,0.0
37950564486,0.0,0.0
38000322126,0.0,0.0
38050828162,0.0,0.0
38100036121,0.0,0.0
38150009468,0.0,0.0
38200100956,0.0,0.0
38250317081,0.0,0.0
38300502070,0.0,0.0
38350359196,0.0,0.0
38401120266,0.0,0.0
38450082249,0.0,0.0
38500075564,0.0,0.0
38550025808,0.0,0.0
38601992059,0.0,0.0
38650815295,0.0,0.0
38703723696,0.0,0.0
38752541235,0.0,0.0
38800349620,0.0,0.0
38850659597,0.0,0.0
38901793232,0.0,0.0
38950039716,0.0,0.0
39000818961,0.0,0.0
39049901357,0.0,0.0
39099846993,0.0,0.0
39151204078,0.0,0.0
39200667168,0.0,0.0
39250299534,0.0,0.0
39303619349,0.0,0.0
39350827943,0.0,0.0
39402584409,0.0,0.0
39451707861,0.0,0.0
39501348003,0.0,0.0
39553332911,0.0,0.0
39606220993,0.0,0.0
39650266316,0.0,0.0
39701278803,0.0,0.0
39750895521,0.0,0.0
39807667591,0.0,0.0
39849773864,0.0,0.0
39899710829,0.0,0.0
39950315040,0.0,0.0
40000314211,0.0,0.0
40059537412,0.0,0.0
40100216973,0.0,0.0
40158698563,0.0,0.0
40200891107,0.0,0.0
40250869576,0.0,0.0
40303391686,0.0,0.0
40351117770,0.0,0.0
40402307310,0.0,0.0
40450650497,0.0,0.0
40501135256,0.0,0.0
40551318839,0.0,0.0
40603625691,0.0,0.0
40649749900,0.0,0.0
40700866642,0.0,0.0
40750748793,0.0,0.0
40800866011,0.0,0.0
40850174803,0.0,0.0
40900375506,0.0,0.0
40950517074,0.0,0.0
41002495999,0.0,0.0
41050551642,0.0,0.0
41100974419,0.0,0.0
41149784250,0.0,0.0
41202834666,0.0,0.0
41255087984,0.0,0.0
41301063047,0.0,0.0
41350249027,0.0,0.0
41399931154,0.0,0.0
41462594132,0.0,0.0
41503072773,0.0,0.0
41555542501,0.0,0.0
41602188585,0.0,0.0
41661179026,0.0,0.0
41713562325,0.0,0.0
41752881286,0.0,0.0
41800081114,0.0,0.0
41861116490,0.0,0.0
41900053766,0.0,0.0
41950215719,0.0,0.0
42000407943,0.0,0.0
42063343010,0.0,0.0
42100595021,0.0,0.0
42150670865,0.0,0.0
42200116935,0.0,0.0
42249836374,0.0,0.0
42304785586,0.0,0.0
42349931104,0.0,0.0
42399839530,0.0,0.0
42449983596,0.0,0.0
42499838231,0.0,0.0
42555313988,0.0,0.0
42599867555,0.0,0.0
42650616853,0.0,0.0
42702919611,0.0,0.0
42751170259,0.0,0.0
42801096603,0.0,0.0
42849991809,0.0,0.0
42899786189,0.0,0.0
42950857174,0.0,0.0
42999817753,0.0,0.0
43049912669,0.0,0.0
43100323129,0.0,0.0
43150697717,0.0,0.0
43200994740,0.0,0.0
43250884447,0.0,0.0
43301725839,0.0,0.0
43354619750,0.0,0.0
43401965528,0.0,0.0
43450313773,0.0,0.0
43500054812,0.0,0.0
43550169185,0.0,0.0
43600248934,0.0,0.0
43650141425,0.0,0.0
43700199447,0.0,0.0
43750108385,0.0,0.0
43800827220,0.0,0.0
43855285215,0.0,0.0
43899880894,0.0,0.0
43950079872,0.0,0.0
44007855310,0.0,0.0
44050000338,0.0,0.0
44101789255,0.0,0.0
44150046208,0.0,0.0
44200355712,0.0,0.0
44250122831,0.0,0.0
44302100512,0.0,0.0
44350289019,0.0,0.0
44399779986,0.0,0.0
44450650883,0.0,0.0
44499966846,0.0,0.0
44550140418,0.0,0.0
44599825971,0.0,0.0
44650450539,0.0,0.0
44699751975,0.0,0.0
44754012248,0.0,0.0
44800064431,0.0,0.0
44849812031,0.0,0.0
44900029249,0.0,0.0
44956329146,0.0,0.0
44999815384,0.0,0.0
45050604395,0.0,0.0
45100300124,0.0,0.0
45150687546,0.0,0.0
45208363501,0.0,0.0
45256400014,0.0,0.0
45301750617,0.0,0.0
45349887127,0.0,0.0
45403215331,0.0,0.0
45456692364,0.0,0.0
45500015856,0.0,0.0
45549861758,0.0,0.0
45599956933,0.0,0.0
45650271014,0.0,0.0
45703180062,0.0,0.0
45756539082,0.0,0.0
45803453609,0.0,0.0
45849887703,0.0,0.0
45900069499,0.0,0.0
45955923201,0.0,0.0
46000789818,0.0,0.0
46051101851,0.0,0.0
46100022659,0.0,0.0
46151738237,0.0,0.0
46200056790,0.0,0.0
46250459030,0.0,0.0
46307879569,0.0,0.0
46350156307,0.0,0.0
46400157310,0.0,0.0
46449861073,0.0,0.0
46500771746,0.0,0.0
46550204700,0.0,0.0
46600000012,0.0,0.0
46651194774,0.0,0.0
46701175649,0.0,0.0
46756623219,0.0,0.0
46800047509,0.0,0.0
46849818854,0.0,0.0
46904803910,0.0,0.0
46949759037,0.0,0.0
47001551862,0.0,0.0
47050270724,0.0,0.0
47100611653,0.0,0.0
47150641935,0.0,0.0
47199789298,0.0,0.0
47250842912,0.0,0.0
47300867307,0.0,0.0
47350232777,0.0,0.0
47400223924,0.0,0.0
47449985830,0.0,0.0
47500814811,0.0,0.0
47551433109,0.0,0.0
47600120165,0.0,0.0
47649976181,0.0,0.0
47714704709,0.0,0.0
47750273892,0.0,0.0
47800120275,0.0,0.0
47850219580,0.0,0.0
47900384163,0.0,0.0
47950805859,0.0,0.0
47999652943,0.0,0.0
48050325287,0.0,0.0
48101559760,0.0,0.0
48151292196,0.0,0.0
48200768575,0.0,0.0
48253890132,0.0,0.0
48301035696,0.0,0.0
48349830974,0.0,0.0
48399893545,0.0,0.0
48450879770,0.0,0.0
48499582859,0.0,0.0
48550098153,0.0,0.0
48601980993,0.0,0.0
48650030692,0.0,0.0
48700009265,0.0,0.0
48752462425,0.0,0.0
48800002506,0.0,0.0
48850461738,0.0,0.0
48899973156,0.0,0.0
48950522721,0.0,0.0
49000202038,0.0,0.0
49050665270,0.0,0.0
49099739452,0.0,0.0
49149729833,0.0,0.0
49201317258,0.0,0.0
49249604808,0.0,0.0
49300123847,0.0,0.0
49350625670,0.0,0.0
49400702097,0.0,0.0
49450468805,0.0,0.0
49500297336,0.0,0.0
49552311981,0.0,0.0
49600092376,0.0,0.0
49649760847,0.0,0.0
49699810651,0.0,0.0
49749768425,0.0,0.0
49799759191,0.0,0.0
49853266019,0.0,0.0
49901023439,0.0,0.0
49950197619,0.0,0.0
50001382624,0.0,0.0
50050503974,0.0,0.0
50100792395,0.0,0.0
50149774773,0.0,0.0
50199712677,0.0,0.0
50249733107,0.0,0.0
50300194037,0.0,0.0
50349706704,0.0,0.0
50399801756,0.0,0.0
50449907752,0.0,0.0
50499746267,0.0,0.0
50550692175,0.0,0.0
50609231087,0.0,0.0
50649536044,0.0,0.0
50699734996,0.0,0.0
50749976060,0.0,0.0
50799914540,0.0,0.0
50850861856,0.0,0.0
50905531660,0.0,0.0
50949580033,0.0,0.0
50999817288,0.0,0.0
51050033457,0.0,0.0
51108324088,0.0,0.0
51150175082,0.0,0.0
51199883745,0.0,0.0
51250972786,0.0,0.0
51299781443,0.0,0.0
51349918030,0.0,0.0
51399739235,0.0,0.0
51450437022,0.0,0.0
51499572230,0.0,0.0
51550395902,0.0,0.0
51600254673,0.0,0.0
51650597143,0.0,0.0
51700161011,0.0,0.0
51759557148,0.0,0.0
51799696574,0.0,0.0
51855699910,0.0,0.0
51899693181,0.0,0.0
51951065222,0.0,0.0
51999587871,0.0,0.0
52049465393,0.0,0.0
52099576318,0.0,0.0
52149738153,0.0,0.0
52199631356,0.0,0.0
52250797644,0.0,0.0
52303389140,0.0,0.0
52350509460,0.0,0.0
52400098736,0.0,0.0
52459656854,0.0,0.0
52506266021,0.0,0.0
52555487691,0.0,0.0
52600350250,0.0,0.0
52655047127,0.0,0.0
52699962005,0.0,0.0
52749663630,0.0,0.0
52811332601,0.0,0.0
52850537558,0.0,0.0
52899254858,0.0,0.0
52949898024,0.0,0.0
53000909500,0.0,0.0
53049665775,0.0,0.0
53099568962,0.0,0.0
53149591538,0.0,0.0
53199899867,0.0,0.0
53249569941,0.0,0.0
53300919905,0.0,0.0
53350010155,0.0,0.0
53400812678,0.0,0.0
53450065932,0.0,0.0
53499741958,0.0,0.0
53549645722,0.0,0.0
53600446869,0.0,0.0
53655516089,0.0,0.0
53700035651,0.0,0.0
53749735164,0.0,0.0
53801246563,0.0,0.0
